created_at,id,text,author_id
2017-12-31T23:59:58.000Z,947618364347863042,"RT @BryanDawsonUSA: 2017 was filled with disbelief that America had sunk to a new low in supporting a Trump.

Then came:

#TheResistance
Th…",18184205
2017-12-31T23:59:45.000Z,947618307452026881,RT @x__ok: マスメディアだけでなく技術的には、どの個人でも不正を発信できる様になっている現代。日本こそが自分の中に抑えていないで　#MeToo　を沢山発信しなければならない国。その日本の最も大きな問題の　#MeToo　が伊藤詩織さんの問題。この国の一番大きな権力と一女…,2662194661
2017-12-31T23:59:42.000Z,947618298375553024,".@LizWhitmere  .@KateDrummond_ @kelmccormack @Mel13Oneil @lesliehope @aprilmullen88 @Brownnmiss @nkrilova @arwenhumphreys @shantellebisson #metoo Started something, or trying to:  https://t.co/ZVKDuEvP6F",61099176
2017-12-31T23:59:33.000Z,947618256977842177,"RT @BryanDawsonUSA: 2017 was filled with disbelief that America had sunk to a new low in supporting a Trump.

Then came:

#TheResistance
Th…",2324486774
2017-12-31T23:59:28.000Z,947618238883598336,RT @stephen_taylor: Zahra Kazemi was raped and tortured by the Iranian regime. Her #metoo moment led to Canada closing its embassy in Iran.…,41700167
2017-12-31T23:59:25.000Z,947618224132247552,"RT @BryanDawsonUSA: 2017 was filled with disbelief that America had sunk to a new low in supporting a Trump.

Then came:

#TheResistance
Th…",20336330
2017-12-31T23:59:18.000Z,947618197229879296,"RT @ouenshiori: ＜速報！大拡散！＞
ニューヨークタイムズ１面掲載の #伊藤詩織 さんの記事、和訳出ました！

レイプに関する日本の沈黙を突き壊す（NYT記事翻訳）
https://t.co/5bW6P7zRi2
#MeToo #FightWithShiori",777843665838362626
2017-12-31T23:59:18.000Z,947618195879297024,"I can appreciate when someone admits to a mistake, as we have all made them.
Wish more ppl would take a moment to do something as simple as a google search before posting a snarky comment.
#MeToo https://t.co/qnWGM8Qoa1",1210396518
2017-12-31T23:58:54.000Z,947618094041591808,"RT @ouenshiori: Shiori in media overseas
- NY Times: https://t.co/1ycIiLZ5M0  
和訳：https://t.co/5bW6P7zRi2
- FIGARO: https://t.co/HwLNwRkCYk…",2952136568
2017-12-31T23:58:53.000Z,947618089671254016,日本でも「#MeToo（私も）」の声　伊藤詩織さんの話（BBC News） https://t.co/mwD3rcgdwB https://t.co/Zo1Lhq9xXu,2917880088
2017-12-31T23:58:41.000Z,947618039654121477,RT @DaShanneStokes: A president cannot defend a nation if he is not held accountable to its laws. It's time to hold @realDonaldTrump accoun…,23816152
2017-12-31T23:58:33.000Z,947618007416737795,"RT @Lauren_Kitt: The funny thing about “Your truth” is that it’s what you tell yourself, what you believe. Just because the voices in your…",436102760
2017-12-31T23:58:26.000Z,947617979763589121,RT @schroeder_k: Im Interview mit @DIEZEIT über die Vereinbarkeit von Baby und Spitzenpolitik und warum ich #MeToo kritisch sehe. https://t…,4713978977
2017-12-31T23:58:26.000Z,947617978702495749,"@cmkirkrn @Sea_2Lake @matthewasears Well said Raging RN! I too regret that it has taken time 4 me to pay more attention&amp; fight 4 what is right! This ""horror show"" has woken me up like never before. I feel outrage deep in my soul &amp; I'm on a passionate quest 2 stop this horror! &amp; 2 #RESIST! #MeToo",3317659546
2017-12-31T23:58:21.000Z,947617958880100352,"RT @e_miko029: #MeToo #Japan ニューヨークタイムスが詩織さん事件を報じています。その他の海外メディア、国内では日刊ゲンダイなど一部を除いて、ほとんどのテレビ新聞、ワイドショーはスルーしている事件です💢💢💢 

She Broke Japan’s Si…",2952136568
2017-12-31T23:58:20.000Z,947617953251340288,"RT @ouenshiori: ＜速報！大拡散！＞
ニューヨークタイムズ１面掲載の #伊藤詩織 さんの記事、和訳出ました！

レイプに関する日本の沈黙を突き壊す（NYT記事翻訳）
https://t.co/5bW6P7zRi2
#MeToo #FightWithShiori",900671672235180033
2017-12-31T23:58:14.000Z,947617926709956609,"RT @womensart1: 2017, Ivorian artist Laetitia Ky Ivory Coast joined the #MeToo campaign which began in October to highlight an epidemic of…",611957835
2017-12-31T23:58:07.000Z,947617898595360768,"@nodreamact2017 @doneaGHOST @BiteMeTrump2016 @dumbtRumpPen15 @thebuddhacat1 @IanMCohen @Grandma_Shelia @ReadYouForFree @freedomlost1967 @DragonStone1963 @KarsinXXX @Cha51brolll19 @daBookdragon @DFHobbs @wendytheflea @KaylaraOwl @SlythSeeker2017 @MerlinResists @yoopermoose @whereveriwant2 @VoicesResisting @drewdog857 @aholdenj @BKapcoe @Brokenwings0921 @cwpontwit @RefocusEternity @MigUrChez @VitruvianMonkey Thank you Obama and thank you women for getting an education at an unprecedented pace. Never let the P*ssy grabbers of the world silence you #MeToo and #ShePersisted , even though a mysoginst is golfing 1/3 of his time in office and calls you his enemy",35830479
2017-12-31T23:58:05.000Z,947617889078726657,"#ME TOO
I wish all my #MeToo sisters and brothers a New Year of safety, peace, acceptance  &amp; fulfillment! https://t.co/gGpvuEnUk5",325765419
2017-12-31T23:58:03.000Z,947617882170474497,"@UniversalSp1r1t @Kokomothegreat @Pacoluismonta9a @StevenBritt13 @Barkforlove1 @ewoksamongus @FrizzleFelicity @womanontheleft @deadheadkat @SthrnResister @joimonki @BossyLadySunday @moongoddess1968 @lipsoneric @Cruellaisdevine @musicrocksit452 @tweetMalena @SpiralMond @call_ofthevoid @AnxietyJane @sambewitched123 @ember003 @WeeeeeSquirrel @GOVTWINE @alexespind @MarleneFannon @docjenDC @olrc The election triggered a PTSD event for me that lasted a couple weeks. Outright panic attacks, generalized fear, etc. It was terrible. I'm still easily triggered sometimes, like when #MeToo started. But having a community like The Resistance has helped SO MUCH!",755867842763825152
2017-12-31T23:57:56.000Z,947617853670166528,RT @DaShanneStokes: A president cannot defend a nation if he is not held accountable to its laws. It's time to hold @realDonaldTrump accoun…,112743625
2017-12-31T23:57:35.000Z,947617762385444865,The タクシー会社の求人採用 Daily 紙が更新されました！ https://t.co/0nZXoBbdpr Thanks to @election201722 @ikikatadatabase #metoo #仮想通貨,3248903461
2017-12-31T23:57:34.000Z,947617757864103936,@TheIJR @RealMattCouch #UnfollowJoyVilla #JoyVilla #Lewandowski #joyvillaexposed #JoyVillaCon #JoyNews #MAGA #TeamTrump #Opportunist #FalseAllegation #metoo #Fraud #Hypocrite #JoyVillaIsAFraud #TimetoUnfollow #IStandWithCorey #imposter #FakeTrumpSupporter https://t.co/QCowJoBou9,3243442856
2017-12-31T23:56:57.000Z,947617603576565760,RT @chrisscross_87: Here's another tidbit for you: he used the #MeToo tag in his profile to talk about the allegations of him sexually hara…,249402886
2017-12-31T23:56:55.000Z,947617597427736577,RT @MarquesAgnes: El desenllaç de la desaparició de #DianaQuer és un mal final per un any en què s’ha fet viral la vulnerabilitat de les do…,609977658
2017-12-31T23:56:46.000Z,947617556558364674,"RT @e_miko029: #MeToo #Japan ニューヨークタイムスが詩織さん事件を報じています。その他の海外メディア、国内では日刊ゲンダイなど一部を除いて、ほとんどのテレビ新聞、ワイドショーはスルーしている事件です💢💢💢 

She Broke Japan’s Si…",895922929459843072
2017-12-31T23:56:34.000Z,947617507346485248,RT @stephen_taylor: Zahra Kazemi was raped and tortured by the Iranian regime. Her #metoo moment led to Canada closing its embassy in Iran.…,934326163807318016
2017-12-31T23:56:29.000Z,947617485653794817,@danielroyyyy @theTravisCotton @WomenON Because every woman at one point or another is victim of sexual assault. Campaigns like this and #MeToo is to get the conversation started. Not about blaming men. But have fun continuing to be butt hurt instead of being a solution to the problem.,722843438
2017-12-31T23:56:20.000Z,947617447858728960,RT @ChallenCates: There’s definitely a theme with my #best9of2017 #family ❤️ real and practically real.  I’m so proud of my tribe for stand…,43471965
2017-12-31T23:56:17.000Z,947617438396534784,"RT @BryanDawsonUSA: 2017 was filled with disbelief that America had sunk to a new low in supporting a Trump.

Then came:

#TheResistance
Th…",1402869817
2017-12-31T23:56:12.000Z,947617415311093761,"Celebrity remains a curse 
Last year they died; this year was worse 
In droves, abusers got their due 
As world over cried #MeToo.",120328527
2017-12-31T23:56:06.000Z,947617392477138944,"RT @jcp_cc: 日本共産党・仁比議員がレイプドラッグ対策として「直ちに採尿・採血するのが警察の義務だ」と捜査方法の改善を求めた件、警察庁から指示がでました。#MeToo

「警察庁は適切な捜査ができるよう被害者の血液や尿を採取して、証拠を保全すること等を全国の警察に指示…",109260511
2017-12-31T23:55:54.000Z,947617342124634113,"RT @BryanDawsonUSA: 2017 was filled with disbelief that America had sunk to a new low in supporting a Trump.

Then came:

#TheResistance
Th…",866210244
2017-12-31T23:55:54.000Z,947617340795088896,"RT @BryanDawsonUSA: 2017 was filled with disbelief that America had sunk to a new low in supporting a Trump.

Then came:

#TheResistance
Th…",895738293115113472
2017-12-31T23:55:52.000Z,947617330992787456,"RT @ouenshiori: Twitter Analytics saids “Your Tweets earned 2,045,060 impressions over the last 28 days.”
A lot of people are interested in…",241082297
2017-12-31T23:55:50.000Z,947617322855948288,"RT @DaShanneStokes: America has been governed by a vile, lying bigot and sexual predator installed through an illegal act of war for 344 da…",807395204856561664
2017-12-31T23:55:43.000Z,947617293491757056,RT @jeroendonker: @EchoDuider @jndkgrf @vester71 #metoo,22168918
2017-12-31T23:55:38.000Z,947617275061862400,"RT @needajobbad: Where's the outrage #MeToo?

Europe is segregating women because the religion of peace promotes the rape &amp; death of Non-be…",917065866809819136
2017-12-31T23:55:32.000Z,947617246427406336,"Looking forward to the New Year and the 2018 #WomensMarchOnWashington! This past year we've seen women band together, run for office in record numbers, speak up against sexual abuse #metoo, and fight for our reproductive rights! The rise of women=the rise of the nation! #resist https://t.co/6jpjYNZfhV",945701932852707329
